id,video id,author,author id,text,label,annotator notes,text_length
UgwVRSOawtI1jMNt9id4AaABAg,Z6xl35BbITQ,@tripuralaxmicharan7071,UCJfHSlAonofbOJScLHsc_0Q,Do u know Israel is nominated nation by living God [Jesus Christ],N,"Confidence: Low | The comment references a religious belief about Israel being a 'nominated nation by living God [Jesus Christ]'. This does not express a political stance on the current conflict but rather a theological one, making its stance on the Israel-Gaza war unclear.",65
Ugw_84NUBuyGcR_SZyR4AaABAg,Z6xl35BbITQ,@DingdongDingdella,UC5ccK_bgrkmPzZNaNR1hpUw,Jay ho congress... Congress party zindabad ❤❤❤,N,Confidence: Low | The comment 'Jay ho congress... Congress party zindabad' is an expression of support for the Indian National Congress party. This comment does not provide any information about the author's stance on the Israel-Gaza conflict.,46
Ugw35ZuKryItRu7SkAN4AaABAg,Z6xl35BbITQ,@RaziaRathore-to1xi,UCQK96vehXayoCQ6NCW2xV7w,"Dear ,
BABA ADAM ..... ???",N,"Confidence: Low | The comment 'Dear , BABA ADAM ..... ???' is an ambiguous statement that does not provide any discernible context or stance related to the Israel-Gaza conflict. It appears to be a rhetorical question or an unclear address.",26
UgzusAU-ETqSoE430Wl4AaABAg,Z6xl35BbITQ,@khurshidahmed6533,UC69qA_ZkGqtFoXVcQuDfXJg,Tum.  Joootha.  Hoo,N,"Confidence: Low | The comment 'Tum. Joootha. Hoo' translates to 'You are a liar' in Hindi. Without further context, it is impossible to determine who 'you' refers to and what the author is accusing of lying in relation to the Israel-Gaza conflict.",19
Ugx8-ecT0JyHOiXk4m14AaABAg,Z6xl35BbITQ,@shafeequeahmadhakeemabdulr3227,UC14Vvsoo37Et8wwaI7SU2gQ,O'GOBARBHAKTO/MUTRBHAKTO/BHARASHTACHARO/BHADWO/TERRORISTO/ANDHBHAKTO   ===  CHOOSO4 INFINITE SPECIAL    ? ? ?  Bakwas band Karo   ?,N,"Confidence: Low | The comment uses a string of highly offensive and derogatory terms in Hindi ('O'GOBARBHAKTO/MUTRBHAKTO/BHARASHTACHARO/BHADWO/TERRORISTO/ANDHBHAKTO === CHOOSO4 INFINITE SPECIAL ? ? ? Bakwas band Karo ?'). While 'TERRORISTO' is present, the overall vitriolic and unfocused nature of the comment, coupled with the lack of specific reference to either side of the conflict, makes its stance unclear. It appears to be a general expression of extreme anger or frustration rather than a targeted political statement.",131
UgyYZ3saKfncCf_tzpx4AaABAg,Z6xl35BbITQ,@ansariimteyat127,UCe9gNx4rOyMZeCzGRdiZrmw,To America se chalkar  phalistini mila,N,"Confidence: Low | The comment is in Urdu and translates to 'From America, Palestine is found'. This is too ambiguous to determine a clear stance. It could be a statement about perceived US influence or origin of the conflict, but lacks specific partisan language.",38
UgwCvtaIWUiG0tPxvpZ4AaABAg,Z6xl35BbITQ,@bobthebuilder5171,UCKcdIIPjAvrYE8GpgEvM4XQ,"There is No oooooooo Muslim, you realize that",N,"Confidence: Low | The comment 'There is No oooooooo Muslim, you realize that' is extremely vague and lacks context. It's impossible to infer a stance on the Israel-Gaza conflict from this statement.",45
UgyG__hXM28B4Uqd6rN4AaABAg,Z6xl35BbITQ,@bobthebuilder5171,UCKcdIIPjAvrYE8GpgEvM4XQ,You need to history my friend until 600 BC,N,"Confidence: Medium | The comment 'You need to history my friend until 600 BC' suggests a desire for historical context, which is often used by both sides of the conflict. However, without knowing the preceding conversation or the specific historical points being alluded to, it's impossible to assign a clear stance.",42
Ugzv1uXDULMY4OoaJyx4AaABAg,C2kHqawTrdY,@MindsetMastery170,UCzL_fKEY3a3U2CgtBAsK-OA,By israeli force... Mention it,P,"Confidence: High | The comment 'By israeli force... Mention it' directly criticizes an action and attributes it to 'Israeli force', implying a negative view of Israeli actions. This aligns with advocacy against Israeli policies.",30
Ugw1lwKeQW8jj7pfIaR4AaABAg,C2kHqawTrdY,@bl1204,UCheGtj4qrjT8YJy7e6vV36Q,Wow... MSM sharing pro-palestine content. Oh their account got hacked?,N,"Confidence: Medium | The comment 'Wow... MSM sharing pro-palestine content. Oh their account got hacked?' expresses surprise at mainstream media sharing pro-Palestine content and then questions if the account was hacked. This could imply skepticism about the source or the motives behind the content, but doesn't explicitly take a side. It leans towards questioning the narrative rather than supporting one side.",70
Ugy4tYYNirmJqtVHhFl4AaABAg,C2kHqawTrdY,@funrobloxworld6878,UC-jXcfCP-6womn4p9jdmjrw,I stand with Israel but he seemed like a nice person,I,"Confidence: High | The comment explicitly states 'I stand with Israel', indicating clear support for the Israeli side.",52
UgylWCbBV6oOJxlM5Th4AaABAg.9yi6V6EBIi59yisCWtcn_2,C2kHqawTrdY,@HMZZZ7,,No the idf did,P,"Confidence: Medium | The comment 'No the idf did' is a direct rebuttal and accusation against the IDF (Israel Defense Forces), implying a critical stance towards Israeli actions, thus leaning towards supporting Palestine.",14
UgxHyCIeNHP24IriTMp4AaABAg,C2kHqawTrdY,@Pikachu_1_1,UC63JqWW3DYYOKd0nsm9O5Fg,#freePalestine,P,Confidence: High | The hashtag '#freePalestine' is a direct and widely recognized slogan advocating for Palestinian liberation and rights.,14
Ugy9fRoHABMU1uqQ-CF4AaABAg,C2kHqawTrdY,@farhanjamadar6126,UC7JV688LfbrEmZOmoQBKzVQ,Free Palestine and grant our martyrs Jannah ya rabb,P,"Confidence: High | The comment 'Free Palestine and grant our martyrs Jannah ya rabb' explicitly calls for the freedom of Palestine and prays for the souls of martyrs, which is a clear indicator of support for the Palestinian cause.",51
UgxqwuW5NXm_Jb7oOa14AaABAg,C2kHqawTrdY,@faliqsultanz,UCrA7mYjhWsbmxpUj_qmHNxQ,Israel destroyed thousands of people's dreams,P,"Confidence: High | The comment 'Israel destroyed thousands of people's dreams' is a direct criticism of Israel's actions and their negative impact on people, implying a pro-Palestinian stance as it criticizes the actions of the Israeli state.",45
UgzgWn72FZL5trqciwt4AaABAg,C2kHqawTrdY,@HamoodAlreayany-ds8yl,UCngdSalOWwGau1g5B0L8m8w,People who feel bad for him😢👇🏻,N,"Confidence: Low | The comment expresses empathy, indicated by the crying emoji, but does not specify who is being empathized with or in relation to what event in the conflict. It lacks sufficient context to determine a stance.",30
Ugzb63LlT6zfh28ikGV4AaABAg,C2kHqawTrdY,@TheUntaintedTreble,UCiKIu_-fxah2LPp59eu8tjw,Bombing* not blast. Why cant anybody call a spade a spade anymore,N,"Confidence: Medium | This comment focuses on the precise terminology ('bombing' vs. 'blast') used to describe events. While it implies a desire for accurate reporting, it doesn't explicitly take a side in the conflict itself.",65
Ugw5UqwMKlLV_c7J_Ih4AaABAg,C2kHqawTrdY,@master_of_freedom_77,UCkqoBuF5R0m4XaDwQhGJCLw,The land of many prophet,N,Confidence: Low | The comment makes a statement about the historical and religious significance of the land. It is a descriptive statement and does not directly advocate for either side of the conflict.,24
Ugx1htwOX5y-Tg-PtSN4AaABAg.9vrPtEKQhxL9vtYJzC9fxo,lZ1N9ut_VlM,@wanchuanmingyuezhurenweng,,"Because Israel has an extremely good relationship with US😂maybe you cannot image how good it is, but probably just like dad and son😅who dare say they support Palestine….this is bullying",P,"Confidence: High | The comment explicitly criticizes the US-Israel relationship and suggests that supporting Palestine is suppressed due to this relationship, framing the situation as 'bullying'. This aligns with a pro-Palestinian stance.",185
UgxRw2KsBrSbZlGhvfl4AaABAg,lZ1N9ut_VlM,@Lindenbum,UCtcMAp6V9g0knJX3QVg9eSg,Your demented. Humas is the prison guards.,I,"Confidence: High | The comment directly equates Hamas to 'prison guards' and calls the author 'demented'. This is a strong criticism of Hamas, which indirectly supports the narrative that Israel's actions are justified or necessary, aligning with a pro-Israel stance.",42
UgyZMnM3nk3_1QsdT4l4AaABAg,lZ1N9ut_VlM,@FirstTruth-xw3wt,UCtw6rVM96CMuF7d0xq1OS7g,Peace will only come once the Palestinians leave the State of Israel. It is time for the Palestinians to move to the Arab countries and live amongst their brothers and sisters.,I,"Confidence: High | The comment explicitly states that peace will only come with the departure of Palestinians from Israel, suggesting a desire for Palestinian displacement and a clear favoring of Israeli state interests over Palestinian presence.",176
UgxvAQfLpuQqby05jtF4AaABAg.9vr0eDhnnml9w4LiL8Mjvm,lZ1N9ut_VlM,@jonothangoodell5822,,@@AnoopSathyan0197but what is 🇵🇸??? It doesn’t exist… they started wars and they lost the war and their right to the land they spilt the blood on,I,"Confidence: High | The comment denies the existence of Palestine and states that Palestinians 'started wars and they lost the war and their right to the land,' which is a strong assertion of Israeli historical and territorial claims and a dismissal of Palestinian national aspirations.",145
UgzC7P-9cxxJoUX46iB4AaABAg,lZ1N9ut_VlM,@robertpressman8406,UCBHyKm3qf87ILdz5an6rETw,I don't trust the palatine ever since 911,I,"Confidence: Medium | The comment expresses distrust towards Palestinians based on a historical event (9/11), implying a negative view of the group and a potential bias favoring Israel, though it doesn't explicitly state support for Israel.",41
Ugxf8HOkAcZOzaQpajt4AaABAg,lZ1N9ut_VlM,@galaxytab563,UC5jZddue_i8qRIXHazmu6Cg,Gaza belong to the jews,I,"Confidence: High | The comment directly asserts that 'Gaza belong to the jews,' which is a clear statement of Israeli territorial claim and support for Israeli sovereignty over Palestinian-controlled territory.",23
UgzkRKZyfis6D0js91t4AaABAg,lZ1N9ut_VlM,@eSefardi,UCaRHlW2u_GRDYLjefBSFOIw,"Pro humanity involves respect for the lawful rights and coexistence of fellow people in the same environment. The absence of this basic respect is an immediate cause of separation, scrutiny, and disempowerment. Hamas and other groups like them perpetuate the disharmony by their lack of respect for Israel's right to exist and prosper. Hamas and others like them foment the hatred then hide under their women and children to cull the sympathy of the uninvested humanitarians, which judge on the surface image of the conflicts. It is a devious perception of ongoing events.",I,"Confidence: High | The comment criticizes Hamas for perpetuating disharmony and hatred, explicitly stating their lack of respect for Israel's right to exist. It also describes Hamas's tactics as devious, framing them as the aggressor and thus implicitly supporting Israel's right to defend itself.",572
UgwpNlUMvGXO6QaP-hJ4AaABAg,lZ1N9ut_VlM,@Sana-zc9ex,UCT3f6rT-av0wqb4Wo1P52bg,And some people still believe that Palestinians are the terrorists,P,"Confidence: High | The comment directly refutes the idea that Palestinians are terrorists, implying a defense of Palestinians and a criticism of those who label them as such. This aligns with a pro-Palestinian stance.",66
UgwjAkf8XWjyvG8i1fB4AaABAg,lZ1N9ut_VlM,@Manx123,UC8la0Q4maWRHguFldjlAdZA,"Apparently, it's not a very secure prison. It's time for Israseli's to mow the lawn, lol",I,"Confidence: High | The comment uses the phrase 'mow the lawn' in reference to 'Israseli' actions and refers to Gaza as a 'prison,' which are common derogatory and dehumanizing terms used by those critical of Israel's actions. The implication is that Israel should take aggressive action, suggesting support for Israel's security interests in a forceful manner.",88
Ugz2vKN_sX7qy4pyaIJ4AaABAg.9vsLroVrYCq9wIo-stgdqQ,lZ1N9ut_VlM,@SammySlam,,"@@bababooeybababooey  And there was no Palestine whats your point? Before Isreal it was a British state and before that it was the Ottoman Empire. 👨‍🦯

Also Jordan got 3X as much land as Isreal in that region from Britian so why don't Palestinians attack Jordan unless the have Anti-Semetic views and just want the Jewish land?",P,Confidence: Medium | The comment questions the premise of Palestinian claims by referencing historical territorial control and comparing land allocations to Jordan. The rhetorical question about why Palestinians don't attack Jordan and the accusation of anti-Semitic views and wanting 'Jewish land' strongly suggest a pro-Israel stance and a critique of Palestinian motivations and claims.,327
UgxbcfZFB_KiOgmzcCd4AaABAg,lZ1N9ut_VlM,@fathematuzjohuramim5713,UCWp8me25DaXjkF-Th0ZSIcQ,Free Palestine 🇪🇭,P,"Confidence: High | The comment explicitly states 'Free Palestine 🇪🇭', which is a clear and direct expression of support for Palestine.",17
UgybbtXhoVWbNbSl0TV4AaABAg,lZ1N9ut_VlM,@garretthoward9780,UCaBfUuXLOJk25kan81mzuOg,They gave everyone a chance to leave,N,"Confidence: Low | The comment 'They gave everyone a chance to leave' is ambiguous. It does not specify who 'they' are or who 'everyone' refers to, nor does it provide context for the situation. It could be interpreted in various ways, making it impossible to determine a clear stance.",36
UgyLsURAwHZaNry6xdh4AaABAg,lZ1N9ut_VlM,@vzwodb17,UC9TVIM-dxefU_I-nLgI-yGQ,Propaganda.  Israel withdrew from Gaza in 2005 and gave it to Palestinian Authority.  2007 Hamas overthrew the PA and Israel AND Egypt blockaded Gaza with the approval of the PA.,I,"Confidence: High | The comment presents a narrative that criticizes Palestinian leadership and actions, framing Israel's blockade as a response to Hamas's takeover and the PA's approval. This aligns with the perspective that Israel is acting defensively and that Palestinian leadership is responsible for the situation.",178
UgyIb8OYsRCQqFSDFcF4AaABAg,lZ1N9ut_VlM,@gailcostner7917,UCgtAZYGl8ogAmnWq-0vF-2g,People should get all true facts before making post. I pray for all the innocent in this horrible war,N,Confidence: High | The comment expresses a desire for 'true facts' and prays for 'all the innocent in this horrible war.' This language is impartial and focuses on humanitarian concerns without taking a side in the conflict.,101
UgzPoFBW2UtRMLznr8t4AaABAg.9x3QIW5oDoj9xMHzhdCwpk,lZ1N9ut_VlM,@crvshh8663,,you might wanna ask yoursef why no other european country wanted the jews in so they had to go to palestine. maybe they are in a similar situation as those jews?,P,"Confidence: Medium | The comment draws a parallel between historical European treatment of Jews and the current situation in Palestine, suggesting a critique of how Jewish people have been treated and implying that the historical context is relevant to understanding the current conflict. The phrasing 'why no other european country wanted the jews in so they had to go to palestine' and 'maybe they are in a similar situation as those jews?' implies sympathy for the Palestinians' situation by drawing a parallel to historical persecution, thus leaning towards supporting the Palestinian perspective on displacement and historical injustice.",161
UgyJ9PsdhU-Dheo437R4AaABAg.9vt5I4EZqlG9xEIOwDUvhK,lZ1N9ut_VlM,@Baerock,,"the biggest lie Zionists ever said is that they want a two-state solution.
And now with the Zionists being more right wing than ever you can just about forget it.",P,"Confidence: High | The comment directly criticizes 'Zionists' and their stated desire for a 'two-state solution,' calling it a 'lie.' This is a strong critique of a core tenet of Israeli political discourse and is indicative of a pro-Palestinian stance.",162
Ugw0_tDG6NGkojxQJep4AaABAg,lZ1N9ut_VlM,@nayarose4426,UCLI4TkOzZGzZJ6SdTHV8Ezw,"This is history repeating itself. We learned this in school, how is everyone ignoring this important event occuring in this generation
 They will care when its too late. When they ""feel bad""  itll be too late. These people are humans. They have rights too. How is this happening? Its just as worse as the nazis",P,"Confidence: High | The comment explicitly states 'These people are humans. They have rights too.' and compares the situation to the Nazis. This is a strong humanitarian appeal on behalf of the Palestinians and a direct criticism of actions that are perceived as oppressive, aligning with a pro-Palestinian stance.",310
UgxgwBbASRhd3geNu3d4AaABAg.9vrMDOgA1FW9wv1bOsxNt9,lZ1N9ut_VlM,@dterbalik9180,,Free palestine from apartheid occupation.,P,"Confidence: High | The comment explicitly uses the phrase 'Free palestine' and criticizes 'apartheid occupation,' which are clear indicators of support for Palestine and criticism of Israeli actions.",41
UgwAeEv-xHG70-0KTHZ4AaABAg.9vr-fxvyQme9x27khnCy1M,lZ1N9ut_VlM,@Orvvv200,,@@malakatan3235 Israel was denying entry of humanitarian aid through Rafah cross at the start and you claim they don’t control it 😭,P,Confidence: Medium | The comment challenges a previous statement about Israel not controlling the Rafah crossing by claiming Israel denied humanitarian aid. This implies criticism of Israel's actions and supports a narrative that aligns with Palestinian grievances regarding access and control.,131
Ugwd0sSb1mGD8sw3PyV4AaABAg,lZ1N9ut_VlM,@Dr.vonKrankenhausen,UCfC-P-NdpwKcS4SitGXbjtQ,And we all know what kind of people prisons are made for! Ecactly the kind of people you'll find there 🤍💙🤍🤍💙🤍,N,"Confidence: Low | The comment is highly ambiguous. While it references 'prisons' and the 'kind of people' found there, without further context or a clear target of this statement, it's impossible to determine a stance on the Israel-Gaza conflict. The emojis are also not indicative of a clear stance.",109
Ugz3zL1bLVwf-Rt7TMh4AaABAg.9x23Bgeckrm9xtuzCnXz4P,lZ1N9ut_VlM,@masta096,,"@@rhbenaly The USA also mistreated their indigenous people, yet everyone recognises it as a country.",N,"Confidence: Medium | The comment draws a comparison between the USA's treatment of indigenous people and the recognition of the USA as a country. This is a general statement about historical injustices and state recognition, and while it could be used in a broader discussion about statehood and colonization, it doesn't directly express a stance on the current Israel-Gaza conflict.",100
Ugy_zKp8JCw6CN-O-Id4AaABAg.9xsPpbB4C_a9xyR5K1My1B,lZ1N9ut_VlM,@nixee1866,,"Israel military wont let any people near the beach. and if you think they really have resorts you must live under a rock, they have no water, no food, no hopspitals, no schools, no homes. 
maybe catch up on some history my guy",P,"Confidence: High | The comment strongly criticizes Israel's actions regarding access to the beach and describes a dire situation for people in Gaza (lack of water, food, hospitals, schools, homes). This directly advocates for a Palestinian perspective and criticizes Israeli policies or their impact.",226
Ugz3zL1bLVwf-Rt7TMh4AaABAg.9x23Bgeckrm9ylSAkcjuZd,lZ1N9ut_VlM,@ahmadhajmohammed,,Exacly bc USA is also stolen land from the native americans ​@@familyyoo7771,P,"Confidence: Medium | The comment draws a parallel between the US actions against Native Americans and the current conflict, implying criticism of a party involved, likely Israel or its allies, by associating their actions with historical land theft and oppression. This aligns with a pro-Palestinian framing.",76
UgzwYQ3HNPkXLDCW3jp4AaABAg,lZ1N9ut_VlM,@baihaqisetianto8443,UCLCBqmxezGr45sTLm-8jpWQ,Free Palestine🇵🇸,P,"Confidence: High | The comment explicitly uses the phrase 'Free Palestine' and includes the Palestinian flag emoji, which is a clear and direct expression of support for Palestine.",16
Ugz3zL1bLVwf-Rt7TMh4AaABAg.9x23Bgeckrm9yGoWelYFOw,lZ1N9ut_VlM,@creativecontent4880,,​@@familyyoo7771USA also commited a genocide killing all the redindians and enslaved them,P,"Confidence: Medium | Similar to item 1175, this comment draws a parallel between US actions against Native Americans and implies a critique of a party involved in the current conflict. The mention of 'genocide' and 'enslaved them' in relation to the US historical actions suggests a critical stance that can be interpreted as aligned with a pro-Palestinian perspective by drawing analogies to perceived injustices.",89
Ugw4SIHqggQlqNH1o_t4AaABAg,uo_Rz6R1rro,@muhanedlibya,UCswZRLMwp6noSI-8OxGtTGw,"They wanna lecture us about human rights.
What a joke.",P,"Confidence: Medium | The comment expresses skepticism and sarcasm towards parties lecturing on human rights. Given the context of the Israel-Gaza war, this is likely a critique of Western countries or Israel perceived as hypocritical or biased regarding human rights, which often aligns with pro-Palestinian discourse.",54
UgzWseILh8xVZnqY6Nt4AaABAg,uo_Rz6R1rro,@popocucu7749,UCA5Ehy5RJI_VdbEtH4DF5ew,As usual those who has power to change something often disappointing...,N,"Confidence: High | The comment expresses general disappointment with those in power who fail to enact change. It is a broad statement that does not specifically mention Israel or Palestine, nor does it indicate a stance on the conflict. It's a comment on power dynamics in general.",71
UgxgzQCkI2Vmnm6_Dx14AaABAg.9w3SmigOqOW9w46JFhJoa7,uo_Rz6R1rro,@SincereSentinel,,@@vultureculture7707 Have you Googled what a cease fire is? Have you googled the number of countries immediately ready to send ships/planes and organization's with hundreds of tons of aid to Gaza?,N,Confidence: High | The comment asks factual questions about a ceasefire and aid to Gaza without expressing a preference or taking a side in the conflict. It seeks information rather than advocating for either party.,196
UgzYaaCHUUip9Lyv_i94AaABAg.9w8VSjg46gD9wLDI3MWZwB,uo_Rz6R1rro,@PierreLucSex,,First time ?,N,"Confidence: High | The comment 'First time ?' is a colloquial expression that does not provide any discernible stance on the Israel-Gaza conflict. Its meaning is entirely dependent on the preceding comment, which is not provided, making it impossible to interpret as pro-Palestine or pro-Israel.",12
UgwEb4zqzUyEWe4njpl4AaABAg,uo_Rz6R1rro,@--xX_Xx--,UC_hkmRVyE2CavxIXwmI9LXg,"Biden did this along with his crooked administration. But we will have another 4 year of him so bear with it americans. The democrat endgame is to win every election through illegal votes, that why they allowing open border whenever there is a democrat president. In 10 years, you will never see another republican or independent president ever again, it will all be democrat after they filled up every red state woth immigrants and refugee that vote only blue. After  that, the government will then deem that the two party syatem is no longer needed and the republican party will be abolished, alongside other political future parties. It will only be democrat because they got the voting power, population of supports in numbers and held higher governmental position due to years of democratic leadership. So that is why they will eventually say ""we dont need republican anymore because no one support them in number like with us"". Enjoy what you all have now because the democrat takeover is just starting.",N,"Confidence: High | This comment focuses entirely on US domestic politics, specifically criticizing the Biden administration and Democrats. It does not mention Israel or Palestine, nor does it offer any opinion related to the conflict. Therefore, it is classified as neutral regarding the Israel-Gaza war.",1009
UgyFRMCydkX5xKjnDF94AaABAg.9wIIaDqqYL19wKcqNrcHes,uo_Rz6R1rro,@jaggg.3821,,"Man I pray God does not agree with you on that call I'm going wind up wandering in the desert for 40 year's.

You know maybe I should go on vacation for a little while in Mexico can't be as bad as it is now here. If something doesn't break soon we'll be having a worst disaster than this one.",N,"Confidence: Medium | The comment expresses personal anxieties and a desire for a positive outcome, referencing a prayer and a potential vacation. While it mentions a 'disaster,' it doesn't explicitly link it to the Israel-Gaza conflict or express support for either side. The reference to Mexico is also ambiguous in its connection to the conflict.",292
UgwQIc3PCfFjFyRCd5l4AaABAg.9w3QZ84enF39wB4wkma1HB,uo_Rz6R1rro,@Yazan_Majdalawi,,"I mean, israel is just another military base of theirs, I was not surprised..
You know where the bar of morals is set for them when it comes to ""spreading democracy in the Middle-East""",P,"Confidence: High | The comment explicitly refers to 'israel' as a 'military base' and criticizes their actions in the context of 'spreading democracy in the Middle-East.' This framing strongly suggests a critical stance towards Israel's role and actions, aligning with a pro-Palestinian perspective.",184
UgxvEWdpCdxFU0TgE2B4AaABAg,uo_Rz6R1rro,@HA-sy4uf,UCQnhBBj0xF2QZpCX_eEz_7A,Biden was supposed to bring back dignity to the US. Nothing has changed in fact.,N,"Confidence: Low | The comment discusses US politics and Biden's administration, but makes no direct reference to the Israel-Gaza conflict. It's unclear if the author's dissatisfaction with US policy extends to its handling of the conflict.",80
UgyDVNupvfNQGnlwLqJ4AaABAg,uo_Rz6R1rro,@dmee-eo2dt,UCfLETBZvIYoLhHZYJPvmlgA,What's the point of a vote? Just let America decide. CRAZYY,N,"Confidence: Low | This comment expresses frustration with a political process ('vote') and states 'let America decide.' It doesn't explicitly link this to the Israel-Gaza conflict, making its stance unclear.",59
UgxPcD109clxluFOevp4AaABAg.9w4BTu7w4xe9wLVRCmZ-Ul,uo_Rz6R1rro,@earthynomad7160,,"Always been the aggressor, since they came to Palestine in 1984 from Europe to white out the indigenous Palestinians",P,Confidence: High | The comment explicitly frames Israel as the 'aggressor' and accuses it of displacing 'indigenous Palestinians' since '1984 from Europe.' This strongly aligns with a pro-Palestinian stance critical of Israel's historical actions.,116
Ugy-_azPPO3lHgcNYqB4AaABAg,uo_Rz6R1rro,@joemccoy2287,UCD9k4fpCdAat3vKF4y0rHoQ,We're still awesome! USA!,N,"Confidence: Low | The comment is a general expression of national pride ('We're still awesome! USA!'). Without further context linking it to the Israel-Gaza conflict, it's impossible to determine the author's stance on that specific issue.",25
Ugznq6gIf1NuTyudPFd4AaABAg,uo_Rz6R1rro,@roxanadelacruz4405,UC2jGQyoIHaoD9yNLyyyaf8g,The had to send a 🦧 in the house. How sad.,N,Confidence: Low | The comment uses a derogatory term ('🦧') and expresses sadness. The context of 'in the house' is vague and doesn't clearly relate to the Israel-Gaza conflict in a way that allows for a definitive stance to be identified.,42
Ugx2WV5IPmG1cnFW4mB4AaABAg,uo_Rz6R1rro,@mentes1679,UCBXb62_89d69F6-ghW2ol2w,Don't forget the most useless thing on earth is the U.N,N,"Confidence: High | The comment criticizes the UN as ""useless"" without providing any context related to the Israel-Gaza conflict. This is a general statement about an international organization and does not indicate a stance on the conflict itself.",55
UgxUnByYgUg3XKUgl814AaABAg,uo_Rz6R1rro,@mucxlx,UC2PZNyHthPRQdMF2fvvlB6w,"Couldnt they just turn the question around? Ask for no cease fire? Or ask to continue without cease fire? Then the veto is useless if everybody votes for no. You cant veto with ""yes"".",N,"Confidence: Medium | The comment discusses a procedural aspect of voting (veto power) in relation to ceasefires. While it's within the context of the conflict's UN discussions, it doesn't explicitly take a side between Israel or Palestine, but rather questions the effectiveness of the UN's voting mechanism.",183
UgxJhjau90KmpEnz5W94AaABAg,uo_Rz6R1rro,@tonig4077,UC31yaL7cPawoLz0ShWWztAw,these people have no heart,N,"Confidence: Low | The comment ""these people have no heart"" is a very general statement expressing a lack of empathy. Without further context, it is impossible to determine who ""these people"" refers to or which side of the conflict the author is applying this judgment to. It could potentially be interpreted negatively towards either side depending on the preceding discussion, but as a standalone comment, it's too vague.",26
UgzPU1c9EKSTFofj6aZ4AaABAg.9w9CCTQXcIE9wci9QZaOmF,uo_Rz6R1rro,@thelocalcrusader9522,,​@@ndb1129cause hes a businessman and those guys are only out for profit + he's wildly unqualified for the job,N,"Confidence: Low | This comment is a reply to another user and discusses a ""businessman"" who is ""unqualified for the job."" This is highly context-dependent and does not directly mention or allude to the Israel-Gaza conflict in a way that allows for a clear stance to be determined. It appears to be a personal critique of an individual, not related to the broader conflict.",110
UgwXmsHtzMKC3slb7xh4AaABAg,uo_Rz6R1rro,@mrsoshadabaadman,UCC15z2BchS4UIapcUnwJYQg,When both US parties top brass is in agreement. Just know the fix is in. There are natural gas and oil reserves in Gaza.,N,"Confidence: Medium | The comment suggests a ""fix is in"" when US parties agree and mentions ""natural gas and oil reserves in Gaza."" This implies a critique of political machinations and economic interests, which can be seen as critical of how the conflict is managed or exploited, but it doesn't explicitly support either Palestine or Israel. It hints at a conspiracy or ulterior motives behind the conflict's progression.",120
Ugzpz8LR8XMEu93B1tB4AaABAg,uo_Rz6R1rro,@m.negron7434,UCSufRgJyYCzbFXhwbWpCutA,Shame on you.  There is no reason for this GENOCIDE.,P,"Confidence: High | The comment uses the term 'GENOCIDE' in relation to the conflict, which is a strong indicator of criticism towards Israel's actions and a stance that aligns with Palestinian narratives of suffering and oppression.",52
Ugww2X9lCyr8CQoqBGJ4AaABAg.9w4mFb5MrBQ9we5ihhY7MF,uo_Rz6R1rro,@esty6983,,"​@@vodoo3dx243Arafat was Palestinian.... Oh wait no, he was Egyptian haha",N,"Confidence: Medium | This comment is a sarcastic remark questioning the historical background of Yasser Arafat. While it touches upon a figure relevant to the conflict, it does not express a clear stance on the current war itself, leaning more towards a tangential, potentially dismissive, or humorous interjection.",73
UgzAk_-08OK9xVhR8op4AaABAg.9wM97d-Ct2F9wjv6LOioLt,uo_Rz6R1rro,@npatel7775,,"No, but he could have said resistance against Jewish occupation of Germany.",P,"Confidence: High | The comment draws a parallel between resistance against the 'Jewish occupation of Germany' and the current conflict. This framing directly critiques Israel's actions by equating them to a historical occupation and resistance, strongly aligning with a pro-Palestinian stance.",75
UgwQIc3PCfFjFyRCd5l4AaABAg.9w3QZ84enF39yh-Dr0SF7W,uo_Rz6R1rro,@brionjohnson2985,,"You think the world is ONLY disappointed? Read the room,bruh.",N,"Confidence: Medium | The comment expresses disagreement with a previous statement about the world's reaction. It implies a broader scope of disappointment than perhaps acknowledged by the interlocutor, but it doesn't specify whose disappointment or in relation to which side of the conflict, making the stance unclear.",61
Ugz_O6wgl0SeeoN90Rt4AaABAg,uo_Rz6R1rro,@sefatzunaid5449,UCoHl2EYpX8ghc_3bIniCfWA,"My laughter got me chocking
US gotta be joking😂😂",N,"Confidence: Low | This comment expresses amusement and disbelief, attributing a statement or situation to the US. The laughter emojis and the phrase 'US gotta be joking' suggest a general incredulity or satire, but it does not explicitly or implicitly take a side in the Israel-Hamas war.",48
UgzmSLvlrx7vSC2GgpJ4AaABAg,uo_Rz6R1rro,@aimanamrul2185,UCRBH5nQSqq3jWFFx1fSxnZA,who they think they are 🇺🇸 😂,P,"Confidence: Medium | The comment expresses a negative sentiment towards the US, which in the context of the Israel-Gaza war often implies criticism of US support for Israel. The laughing emoji suggests mockery, possibly of perceived US actions or influence related to the conflict.",28
