id,video id,author,author id,text,label,annotator notes,text_length,vader_compound,vader_pos,vader_neu,vader_neg,vader_label,textblob_polarity,textblob_subjectivity,textblob_label,INSULT,PROFANITY,SEVERE_TOXICITY,TOXICITY,IDENTITY_ATTACK,THREAT
UgwBGrnvQZVe1Lle5i94AaABAg,j6_72FacGRM,@agnosticengineer,UCaG0I-7_KadFJlwYswarMFg,Thats why Israel is Fighting for Keeping its Existence scince 1948,I,"Confidence: High | The comment explicitly states 'Israel is Fighting for Keeping its Existence since 1948', framing Israel's actions as defensive and existential, which aligns with a pro-Israel stance.",66,-0.3612,0.0,0.8,0.2,negative,0.0,0.0,neutral,0.031697463,0.062454045,0.0119018555,0.19599396,0.13377325,0.035113025
UgxNmIF0W2ReT26LaU94AaABAg,kbQLe9tBuak,@jeromevandermeulen278,UCUjj_BQkilvl6YXD_7SH7Kg,How many children died as human shields for hamas?,I,"Confidence: Medium | The comment 'How many children died as human shields for hamas?' implicitly criticizes Hamas by questioning their use of human shields, which aligns with a pro-Israel stance that often highlights Hamas's tactics.",50,-0.5574,0.0,0.69,0.31,negative,0.25,0.3,positive,0.045593183,0.039407436,0.015157142,0.24924077,0.2028587,0.13815513
UgwgFstBXMGpb-B6Ccp4AaABAg,znHTQTAMzWQ,@belm3243,UCsOaNDmtmJsc-oGJC3BMnaA,"Yes, they should be expelled. 
Her identity struggles have nothing to do with posters of Israeli hostages.  When you behave inappropriately.. consequences should be swift!",I,"Confidence: High | The comment advocates for expulsion and swift consequences for inappropriate behavior, referencing posters of Israeli hostages. This aligns with a pro-Israel stance by focusing on perceived transgressions against Israelis and a desire for retribution or control.",171,0.0,0.15,0.7,0.15,neutral,0.0,0.0,neutral,0.046764325,0.017504321,0.005874634,0.1996317,0.11163961,0.06690872
UgzlSeoOry64fh0JSSV4AaABAg,w3K4POi92Kw,@yogeshshah9845,UCY3xxD6WXORMojATEGDQmBg,we are with you Israel n not with Hamas terrorists,I,"Confidence: High | The comment explicitly states 'we are with you Israel' and differentiates between Israel and 'Hamas terrorists', clearly indicating support for Israel.",50,0.5096,0.268,0.732,0.0,positive,0.0,0.0,neutral,0.21836096,0.06395709,0.016190045,0.3389984,0.37012735,0.027170537
Ugw7B_b7WDKldkvk3XB4AaABAg,h7mFQdbpJ3Q,@aldeclub1090,UCCiuMyeiUEHH4NCd75mMasQ,Remember they attack first and took women and children hostage that was there whole plan from the beginning! From the river to the sea israel will make it a parking lot!!,I,"Confidence: High | The comment explicitly mentions Hamas attacking first and taking hostages, framing their plan as such. The phrase 'From the river to the sea israel will make it a parking lot!!' is a strong declaration of Israeli dominance and intent, indicating support for Israel's actions and objectives.",170,-0.6093,0.0,0.883,0.117,negative,0.3203125,0.3666666666666667,positive,0.053791173,0.03189224,0.011749268,0.2540519,0.24074486,0.08703069
Ugz_DLrJxdz1NHZwK-14AaABAg,ok9NsEkNhLY,@libafried5840,UC9ztXo3wgb6AElXbXJqTocg,"Palestine is a region, it never was a country.",I,"Confidence: High | The comment directly refutes the notion of Palestine as a country, stating it was only a region. This aligns with a pro-Israel narrative that questions Palestinian statehood and historical claims.",46,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.034782536,0.027000591,0.005722046,0.17631748,0.18158256,0.007353018
UgwYabvy5Ts4jZPJ8QN4AaABAg,A6lFKP2odUE,@OhUiginn,UCgqMOA7A-C2gUG83A_EXbeg,"To all the idiotic white college kids who cheer for Hamas because Israel is on ""stolen land"". Go get a ticket and get the hell back to europe where your people came from.",I,"Confidence: High | The comment directs strong negative sentiment towards those who 'cheer for Hamas' and frames Israel as the victim of a narrative about 'stolen land', indicating a supportive stance towards Israel.",170,-0.8442,0.076,0.664,0.261,negative,-0.2222222222222222,0.2777777777777778,negative,0.7782364,0.50818664,0.3536391,0.85333383,0.69783735,0.10236332
Ugzr7otnrTnvkqAqtQJ4AaABAg,AtLRls-Ev7Q,@m4971,UCr1rOK0KjYTuBWIN5RKWFaA,Please you should also show what kind of arms Israel has and then people will know  how stupid your argument is .,I,"Confidence: Medium | The comment suggests showing Israel's arms to demonstrate the weakness of an argument. This implies a defensive posture for Israel and a critique of opposing arguments, leaning towards a pro-Israel stance.",113,-0.5574,0.085,0.699,0.217,negative,-0.0999999999999999,0.95,neutral,0.67735565,0.34536663,0.023076924,0.6827122,0.15945168,0.018192071
UgybbEc-DvSCS9MDImt4AaABAg,bdw_gwrqczA,@richardwilson6976,UCERXuzMCylQCH7gaJhJx9Tg,Hammas are a terrorist group.This muslim wont admit it.,I,Confidence: High | The comment directly labels 'Hammas' as a 'terrorist group' and criticizes another person for not admitting it. This is a common pro-Israel talking point and directly supports Israel's narrative.,55,-0.7424,0.0,0.527,0.473,negative,0.0,0.0,neutral,0.40975618,0.2258264,0.0394905,0.50789946,0.55044734,0.06787856
UgwSWIG9zGUyds_t4XF4AaABAg,QDVgXCPArGI,@manavchandrasharma9967,UC_xp1RoaMlmGa19pexaYU9g,I am from India and I love Israel ❤❤❤,I,"Confidence: High | The commenter states 'I am from India and I love Israel' with multiple heart emojis, directly expressing affection and support for Israel.",37,0.9571,0.627,0.373,0.0,positive,0.5,0.6,positive,0.0103248935,0.020032106,0.0027656555,0.032156147,0.01857083,0.009256045
UgwHpoXJqzui6oHexzF4AaABAg.9wLc7pYAVyj9yQ0W5QmD0x,f1gm2ZV9IPE,@Alphasocke639,,@@ThecityvideomakerHamas sind auch Mörder,I,"Confidence: High | The comment 'Hamas sind auch Mörder' translates to 'Hamas are also murderers'. This is a direct condemnation of Hamas, which is often associated with a pro-Israel stance by demonizing the opposing group.",41,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.40243408,0.16264248,0.04397394,0.3811502,0.27991617,0.13532294
UgwXrEYginxkay-QDJR4AaABAg,YDv0mTxPMXA,@gorgonem,UC52Ev8iwarT4i52JfpQCZhQ,🇮🇱 just trying to defend themselves😢,I,"Confidence: High | The comment uses the Israeli flag emoji and states ""just trying to defend themselves"", which directly aligns with the narrative of Israeli self-defense and support for Israel's actions.",36,-0.4767,0.0,0.693,0.307,negative,0.0,0.0,neutral,0.012300906,0.01579636,0.0018024445,0.033334624,0.009175468,0.00948907
UgxQdBk8Yrcp61mjp8N4AaABAg,X_pbPyOjsBw,@luckyhuman422,UC2R1fqIcSroD7O2Usv8upog,"To all ""free palestine"" idiots.. Want to know the truth? Learn some history, watch this video - They're LYING About THE LAND?? (w/ Robert Spencer)",I,"Confidence: High | The comment dismisses 'free palestine' slogans as from 'idiots' and promotes a video that aims to challenge the narrative of Palestinian claims, suggesting support for Israel's perspective.",146,0.3197,0.228,0.645,0.127,positive,-0.2,0.8,negative,0.75027496,0.3778404,0.16960317,0.7761081,0.57554024,0.011249693
Ugz04wCrcS74lrAhhQt4AaABAg.9ytxnmfinha9yxXWzvvPCM,_VYlXbNd9AA,@queenaisyah4616,,Isnotreal😊,I,"Confidence: High | The comment 'Isnotreal' is a clear and common anti-Israel sentiment, indicating a supportive stance towards Palestine.",10,0.7184,0.6,0.4,0.0,positive,0.0,0.0,neutral,0.013402912,0.014976538,0.0011491776,0.02543884,0.0020071338,0.0061296434
UgxalHKjYWgHBEbgt9d4AaABAg.9wkzrOZLKPI9xWlCQccmVX,1C5O3JRjRhg,@mikeendersby7738,,"@nwrsgirl  it is NOT. If you study world history, and the nature of empires and conquest, no one ""owns"" territory until sovereign control is established. Arabs never did in palestinian,  Israel beat them to the punch. Also, 25% of Israeli citizens are Arab.",I,"Confidence: High | The comment argues that Israel 'beat them to the punch' in establishing sovereign control over territory, implying a historical justification for Israeli presence. It also highlights Arab citizens within Israel. This perspective supports Israel's claims and historical narrative, fitting the 'I' label.",257,-0.296,0.0,0.95,0.05,negative,0.0,0.0,neutral,0.047349896,0.053435806,0.009002686,0.22579013,0.26155844,0.085497424
Ugyacj8h2PmXNamWBDJ4AaABAg,cOCy1_zzQzo,@jemjem7911,UCsXm4NQVy4yKAaQok76EMUQ,Free Israel from Palestine  country...they need to be move to the joe bidet house....,I,Confidence: High | The phrase 'Free Israel from Palestine country' and the subsequent request to move Palestinians indicate strong support for Israel and opposition to Palestinian statehood or presence.,85,0.5106,0.202,0.798,0.0,positive,0.4,0.8,positive,0.08212569,0.027683776,0.013349563,0.29039988,0.36598656,0.023026628
UgzsIbHijIUDZ_t4psR4AaABAg,QDVgXCPArGI,@Lena-wy4td,UC6BY4bOQab-ztRh7uP8TEvg,"Israel, Stay free and strong ,God bless' You.👍👍🇮🇱🇮🇱🇮🇱🇮🇱👍👍👍💯💯♥️🙏",I,"Confidence: High | The comment explicitly states 'Israel, Stay free and strong, God bless' You' and includes Israeli flag emojis, clearly indicating support for Israel.",63,0.9403,0.428,0.572,0.0,positive,0.4166666666666667,0.7666666666666667,positive,0.00983089,0.016616182,0.0021743774,0.028502874,0.014450782,0.008194493
UgyjMW3fUIvzGcNHMSJ4AaABAg.9xFcrtj4nd49xKO41G0s7o,w73Qq0jX75o,@arjunpandit3008,,Israel 🇮🇱  ne koi apne मन se attack nahi kiya tha wo log shanti se reh rahe the .... Jisne first attack saari galti uski to jo ho raha hai sahi ho raha hai...,I,"Confidence: High | The comment argues that Israel did not attack first and that those suffering are receiving what they deserve due to a prior attack, justifying Israel's actions and placing blame elsewhere.",158,-0.7351,0.0,0.838,0.162,negative,0.25,0.3333333333333333,positive,0.07396803,0.04742365,0.011367798,0.11429678,0.10221587,0.046541955
Ugxbp59zAz0lpEV_Z7x4AaABAg.9xK4JQgpDgh9y2PzLrm3Pg,WqBe6jmm1kE,@BaikalofFarradBengals,,They do worship Satan. They fight Muslims and Islam. ​@@kekk9365,I,"Confidence: Medium | This comment directly asserts that 'They do worship Satan. They fight Muslims and Islam.' This is a strong accusation of religious antagonism directed at a group perceived to be in conflict with Muslims and Islam. Given the context of the Israel-Hamas war, this aligns with narratives that demonize those perceived as enemies of Islam, which in this context would likely be Israel and its supporters.",64,-0.1027,0.172,0.625,0.203,negative,0.0,0.0,neutral,0.2659317,0.29053202,0.12546301,0.4826145,0.5485698,0.13815513
UgwtSzEQ4xqxs77xli94AaABAg,_VYlXbNd9AA,@andrimilles1093,UC1eJBAh6M6JpoFs5XFsPMpQ,Isreal =is real,I,Confidence: High | The comment 'Isreal =is real' is a wordplay that strongly affirms the existence and legitimacy of Israel. This is a common slogan used by supporters of Israel.,15,0.0,0.0,1.0,0.0,neutral,0.2,0.3,positive,0.018323302,0.026180768,0.0043678284,0.08241652,0.0543092,0.008867673
Ugy3rtpOB8PqPqFLdyl4AaABAg,Vqb9cQxYEuY,@merelindalizardo6747,UCXejvzDcdacUfj4jKAi2F5A,Its hamas fault,I,"Confidence: High | The comment 'Its hamas fault' directly attributes blame to Hamas, which in the context of this conflict, implies support for Israel's position and a lack of support for Hamas or Palestine.",15,-0.4019,0.0,0.426,0.574,negative,0.0,0.0,neutral,0.06669625,0.0741757,0.010910034,0.25462922,0.23846684,0.011146127
UgxtsSC2pG7jCtl5etV4AaABAg.9x5l8PW3bdh9xV89gMGpJM,o9wHOYQT7M4,@1CommonMan,,"ALWAYS! 🇮🇳❤️🇮🇱
HINDUS HAVE SUFFERED ISLAMIC TERRORISM. 
INDIA HAS SUFFERED ISLAMIC TERRORISM FROM PAKISTAN MULTIPLE TIMES.
INDIA STANDS WITH ISRAEL AGAINST ISLAMIC TERRORISM.",I,Confidence: High | The comment explicitly states 'INDIA STANDS WITH ISRAEL AGAINST ISLAMIC TERRORISM' and frames the conflict in terms of terrorism suffered by India and Israel. This is a clear indication of support for Israel.,174,-0.9802,0.0,0.453,0.547,negative,0.0,0.0,neutral,0.26957804,0.11477985,0.104393706,0.37751234,0.44690517,0.13498579
Ugy7Za5M7hzXgACGtZh4AaABAg.9yVCmkWOS2f9yqigHmVO9b,W72zK9huR5g,@pass179,,"BRUTALITY? YOU BETTER LOOK UP THAT WORD. I SAW NOTHING THAT INDICATES BRUTALITY. LISTENING TO A SONG? HECK, IF That's THE CASE I AM BEING BRUTALIZED BY HIP HOP MUSIC.",I,Confidence: High | The comment dismisses claims of brutality and uses a sarcastic tone to defend against accusations. This aligns with a pro-Israel stance by downplaying alleged Israeli actions.,166,-0.4273,0.174,0.61,0.216,negative,0.5,0.5,positive,0.25998658,0.38063943,0.0394905,0.47119883,0.083355546,0.13228847
Ugx2pRy4rahzVbRLKHd4AaABAg,WiFhxf1Er-Q,@michaelryan3960,UCj_-IGIXYw5V2ki0PZ_xLLw,How is Israel occupying Palestine? Palestinians have the West Bank and Gaza which are Jew free because Muslim groups such as Hamas kill Jews and Christian’s….,I,"Confidence: High | The comment questions the premise of Israeli occupation and asserts that Palestinians have the West Bank and Gaza, and that Hamas kills Jews and Christians, framing this as a justification for Israeli actions. This strongly supports Israel's narrative and security concerns.",158,-0.34,0.103,0.75,0.147,negative,0.1333333333333333,0.4333333333333333,positive,0.1935001,0.09775851,0.023364257,0.45751464,0.55044734,0.41623402
UgwroOY_ifP_GUTh4Xp4AaABAg,QVjNRu49B4Q,@AnandSingh-jh4iy,UCcC7b5ZdIimAkxzKUFZj1hg,LONG LIVE ISRAEL FROM INDIA,I,Confidence: High | The comment 'LONG LIVE ISRAEL' is a clear expression of support for Israel.,27,0.0,0.0,1.0,0.0,neutral,0.0431818181818181,0.45,neutral,0.018452216,0.027410502,0.0074005127,0.104361884,0.07177465,0.012906751
Ugypeibaz-T3Z811vUx4AaABAg.9ywkQi4mzSo9yyOMkkervJ,6R_llaRoclI,@Adzes,,"@@alexharrison9340Arabs who live in Isreal are safe, Israelis are not safe any place in Palestine.",I,"Confidence: High | The comment states that Arabs in Israel are safe, while Israelis are not safe in Palestine. This frames Israel as a safe haven for Arabs and Palestine as a dangerous place for Israelis, implying a pro-Israel security narrative and a critical view of the situation in Palestinian territories.",98,0.1265,0.158,0.71,0.131,positive,0.1287878787878787,0.5,positive,0.16788013,0.094219476,0.023076924,0.37751234,0.46028158,0.029933142
UgxiIL7OF-3_UesZBxZ4AaABAg,f9xFKrwiV_c,@Shashikant-lc2ok,UC8ZvT_pew__RF50qz6mVQ5g,Free Israel,I,"Confidence: High | The comment explicitly states 'Free Israel,' indicating support for Israel's interests and sovereignty.",11,0.5106,0.767,0.233,0.0,positive,0.4,0.8,positive,0.012984909,0.022013342,0.003604889,0.05725329,0.041003603,0.010705971
UgyYsKVWzUdZbtBR_O14AaABAg,icPhxHmW6V4,@Proud_Zionist_jew,UC5s6U7CxqfEhmUjpn7502-Q,Who says that this article is more true than what IDF says?,I,"Confidence: High | The commenter explicitly questions the credibility of information over the IDF's statements and identifies as a 'Proud_Zionist_jew,' clearly indicating support for Israel.",59,0.4754,0.219,0.781,0.0,positive,0.425,0.575,positive,0.0114649,0.011423977,0.00081539154,0.021314176,0.004162259,0.0065827454
UgxxzWL18XY8cOXDL2V4AaABAg,15gNHGRhqSo,@tautvydasmatulis8837,UC3vJ0e74KkRbuhLNRm_kPkA,Hamas is shit,I,"Confidence: High | The comment 'Hamas is shit' is a strong negative statement about Hamas, which is generally seen as an adversary by those who support Israel, implying support for Israel.",13,-0.5574,0.0,0.357,0.643,negative,-0.2,0.8,negative,0.6798578,0.90150756,0.3361876,0.91625386,0.36733335,0.010291707
UgyU_gbN_O_mKW8XiqB4AaABAg,o9wHOYQT7M4,@stellamossaiov6951,UC6r-G7M5IMKGcFCyPZ87Mxw,"she is so evil because they are the ones who intruded Israel for no reason. Israel gives them food, water, shelter, electricity and this is the way they pay Israel back. as a Jewish Israeli person i stand with Israel no matter what these morons say!!!!!!!!!",I,"Confidence: High | The comment explicitly states 'as a Jewish Israeli person i stand with Israel' and frames the conflict as an intrusion on Israel, further detailing Israeli provisions to Gaza. This is a strong statement of support for Israel.",257,-0.9146,0.0,0.749,0.251,negative,-0.5,0.5,negative,0.6798578,0.473824,0.16960317,0.74954444,0.4139151,0.045895394
UgxdUWy4iG-tMoLLiS54AaABAg,8KaF81-2oa8,@romannasimanjuntal4119,UCFqFbwXRlzQm4fyueQbVAjQ,"God bless all of you dear brother, stay safe and keep strong together ❤️🇮🇱💪🔥",I,"Confidence: High | The comment includes an Israeli flag emoji and wishes for 'dear brother[s]' to 'stay safe and keep strong together', with accompanying Israeli flag and strength emojis, indicating support for Israel.",76,0.8834,0.488,0.427,0.085,positive,0.4666666666666667,0.6166666666666667,positive,0.008975885,0.018665737,0.0019073486,0.021903414,0.0073995716,0.009074804
Ugy1C0UKMbYQV-VW9n14AaABAg,RohI8UnU0q8,@ethicaltech5050,UCsyaULNSv0caxRZKC-GtDPg,Russia ke ma ki bhssda. We are with Israel.,I,"Confidence: High | The comment explicitly states 'We are with Israel', clearly indicating support for Israel.",43,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.71120167,0.8326356,0.8219337,0.78855824,0.7115778,0.52414405
UgyuWJdxnzeB1BBAXUt4AaABAg,L_P1nbNPH3M,@Huls0356,UC9EqLw24dfPgRP_g7X0CSrw,Why haven’t the Palestinians run Hamas out of Palestine? Is it because they are scared cowards? Or is it because they secretly support them? Seriously can somebody tell me?,I,"Confidence: High | The comment questions why Palestinians haven't removed Hamas and suggests either fear or support for Hamas. This framing is critical of Palestinians and implicitly supportive of efforts to counter Hamas, aligning with an Israeli perspective.",172,-0.4329,0.079,0.759,0.162,negative,-0.3666666666666667,0.6833333333333333,negative,0.43296707,0.15195307,0.018707745,0.42349213,0.40351558,0.023026628
Ugz_BNCtE2am_heiILx4AaABAg,Muhml936EKE,@eliasrz4784,UCEIIIAtbx84hLBwbja1y9Uw,"DIOS DE ISRAEL AYUDA SIEMPRE A ISRAEL Y PON SUS ENEMIGOS EN BANDEJA DE ORO, PARA SUFRIR TU IRA, AMEN, ISRAEL SIEMPRE VIVA POR TODOS LOS SIGLOS DE SIGLOS AMEN. DIOS SIEMPRE DE LA VICTORIA AL PODEROSO DE ISRAEL",I,"Confidence: High | The comment prays for God to always help Israel, put its enemies in its hands to suffer God's wrath, and for Israel to live forever, showing unequivocal support for Israel.",208,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.0806213,0.02836696,0.02258113,0.17545098,0.10235514,0.028206514
Ugxxj2tv4xWygD037hZ4AaABAg,w73Qq0jX75o,@user-hw6hh3wu3z,UC66sD_y5zpjrONV65O2PH7w,Israel is great 🇮🇱🇮🇱🇮🇱🇮🇱👍👍👍👍,I,Confidence: High | The comment 'Israel is great 🇮🇱🇮🇱🇮🇱🇮🇱👍👍👍👍' explicitly expresses strong support for Israel with emojis and text.,28,0.6249,0.272,0.728,0.0,positive,0.8,0.75,positive,0.0114649,0.020783609,0.0032997131,0.04166769,0.021786476,0.008738215
UgylcsxIlYLCFUF-p1Z4AaABAg.9yPr8IfwiZa9yjWHblmknU,bdw_gwrqczA,@capitaljay1,,Hamas is shameful.,I,"Confidence: High | Criticizing Hamas directly aligns with an anti-Hamas stance, which is often associated with a pro-Israel viewpoint, especially in the context of the conflict.",18,-0.4939,0.0,0.385,0.615,negative,0.0,0.0,neutral,0.42743355,0.13608865,0.014317908,0.40614098,0.22458547,0.010447056
UgyzvQQKlLywDo_wCPd4AaABAg,Njk_DOFFf_I,@nigsbalchin226,UCtd841JD75wfGDjevH-YeTg,"Fires over the crowd more like.

More civilians for Hamas to hide behind would definitely NOT be in Israel's best interests, so it would have been better if they hadn't tried to return; but with an undisciplined people there's no telling what they'll try during the ceasefire.",I,"Confidence: Medium | The comment suggests that it's not in Israel's best interest for civilians to be used by Hamas, implying a criticism of Hamas's tactics of hiding behind civilians. It also criticizes the 'undisciplined people' who might act during a ceasefire, framing the situation from a perspective that is indirectly critical of Palestinian actions, thus leaning towards an Israeli perspective.",276,0.5642,0.182,0.741,0.077,positive,0.35,0.5,positive,0.054376744,0.01354185,0.004196167,0.15213956,0.06704199,0.044602267
Ugxy1y9tbEqAesRM0wJ4AaABAg,bdw_gwrqczA,@estelitajacot4921,UCjalHXGTI64v7EEtMyLkhxA,Some of the Islamists have The spirit of hate for the Jews...Repent all of You...,I,"Confidence: Medium | The comment speaks of 'Islamists' having a 'spirit of hate for the Jews' and calls for repentance. This frames the conflict as religiously motivated hate by one side, implicitly defending against it and aligning with a pro-Israel stance by singling out an enemy group.",81,-0.4588,0.092,0.707,0.201,negative,-0.8,0.9,negative,0.34101152,0.16357292,0.024772761,0.47886392,0.5135796,0.13700877
UgyK2i84YWHZgE2W31l4AaABAg.9wEe7pH-BN_9wIAHKTXbwj,OeMK6bDoZ_s,@sonetteerasmus4860,,God Almighty is in control and protects Israel!!,I,"Confidence: High | The comment explicitly states 'protects Israel!!', indicating strong support for Israel.",48,0.6103,0.454,0.546,0.0,positive,0.0,0.0,neutral,0.017485369,0.025087673,0.0044822693,0.09394901,0.052035484,0.010550622
UgzpRduJnrdj0FToI5J4AaABAg,emXYJPAFK4o,@sippihakim,UC0EOp0bg8lNVhsgg9GNKqsw,That are terrorists why people dont understand this ??,I,"Confidence: High | The comment directly labels 'that' (presumably referring to a group related to the conflict, likely Hamas) as 'terrorists' and questions why people do not understand this, indicating support for Israel's position and narrative.",54,-0.6662,0.0,0.642,0.358,negative,0.0,0.0,neutral,0.10294484,0.06295506,0.007972717,0.27047762,0.06613251,0.013424582
Ugzy6LUZAVR2wEY6CnN4AaABAg,z3Mh32ysFOw,@jaspalkarsh8193,UCTDMO3Ch33WOTopqAYaWjFA,Weldone israil hum apke sath hai 🇮🇳🇮🇳🇮🇳🤝🇮🇱🇮🇱🙏🙏❤️❤️💪💪💪,I,"Confidence: High | The comment expresses strong support for Israel ('Weldone israil hum apke sath hai') with explicit emojis and the Indian flag, indicating a pro-Israel stance.",53,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.009982891,0.015010698,0.002002716,0.014136819,0.008324518,0.008000307
UgyXjqtr9pI6_8Q_t4F4AaABAg,Sfm4VjXt6iU,@celestbutler702,UCKC6L1k9d1A28HX_HBUU7mA,7 Oct 2023 was war on civilians - not the same thing !,I,"Confidence: High | The comment directly addresses the events of October 7, 2023, by stating it was 'war on civilians - not the same thing !' This phrasing implies a justification for Israel's actions in response to the attacks, framing it as a defense against an act of war on its civilians.",54,-0.636,0.0,0.741,0.259,negative,0.0,0.125,neutral,0.0105148945,0.013166099,0.0018024445,0.039462693,0.005253696,0.011793415
UgyVUqWoNjOafTD7yN54AaABAg.9ygxjobTS7g9yhzw50xbXk,OIcl4BHqpdg,@tiac3589,,​@@Sp3ll633don't you worry about money because the money that run your country to be exist was not even yours at the first place. It is coming from the tax payers in the USA.,I,"Confidence: Medium | The comment criticizes the funding of a country, implying it's reliant on US taxpayers, which can be interpreted as a critique of Palestinian support or a broader anti-aid stance that indirectly benefits Israel's security narrative.",174,0.3412,0.07,0.93,0.0,positive,0.25,0.3333333333333333,positive,0.018001022,0.0117997285,0.0011396408,0.046368107,0.010507392,0.0065697995
Ugy8EOP5EMBKjkakq_x4AaABAg,A5V4IRYpET0,@Humanrightspm,UCsGQ5sgZta3P2zjP47cFZdw,A question for Islamic why u attacked first rapes of women killings of hundreds of children shameless butchers u commit crimes and world be quiet shuttup nonsense heehadees butchers,I,"Confidence: High | This comment directly condemns and criticizes 'Islamic' actions, referring to attacks, rapes, and killings of children as 'shameless butchers.' It implies the actions of those associated with the Islamic side are criminal and asks why the world is quiet. This aligns with a pro-Israel stance by strongly condemning perceived Palestinian/Hamas actions.",181,-0.9423,0.052,0.544,0.404,negative,0.125,0.3333333333333333,positive,0.57566804,0.43554106,0.45895407,0.743089,0.58743036,0.44942492
UgyY6O3Eov-VaMWxO714AaABAg.9yEF49ZY0W-9ysvJSIGHaW,cOCy1_zzQzo,@_I.N.Bias__,,Cuz the text looked like they were on Israel side,I,"Confidence: High | The comment states 'Cuz the text looked like they were on Israel side', indicating a belief that the content in question supports Israel.",49,0.3612,0.217,0.783,0.0,positive,0.0,0.0,neutral,0.014162917,0.021466793,0.0024986267,0.059727192,0.052035484,0.007870848
UgzP1-8WbhdJ2DoZn6V4AaABAg,Z-v8iPtViAc,@user-fp4bk8dq2m,UCGhlKIECxLWRPvU8Ltqtelg,Am Isreal hi🇮🇱🇮🇱👑👑,I,"Confidence: High | The comment explicitly uses the Israeli flag emoji (🇮🇱) and symbols associated with royalty (👑👑), indicating strong support for Israel.",18,0.0,0.0,1.0,0.0,neutral,0.0,0.0,neutral,0.012870909,0.019143965,0.003929138,0.032863233,0.018972786,0.008712323
Ugz6f7cNpSpWK1n2srZ4AaABAg,6kr8xHKOawY,@kapilkant9660,UCzeCV-qyrUvZ2bbsuocQZpA,❤❤ISRAEL IS BEST. ❤❤❤,I,"Confidence: High | The comment uses strong positive language and emojis to express support for Israel, stating 'ISRAEL IS BEST'.",21,0.9742,0.756,0.244,0.0,positive,1.0,0.3,positive,0.010058892,0.018392462,0.0036811829,0.032156147,0.017967897,0.007883795
Ugyjh_isVzEjopZ5mCt4AaABAg,WF_cElZo-9Y,@eyesonyou99,UCi6cqxkOlQo9D1o-b33e3HA,Simple math here. Stop sending rockets to Israel. Return the hostages with no conditions. Stop killing Jews and then we can negotiate.,I,"Confidence: High | The comment outlines conditions for negotiation that are aligned with Israeli security demands (stop rockets, return hostages, stop killing Jews), clearly supporting Israel's position.",134,-0.7853,0.066,0.627,0.307,negative,0.0,0.3571428571428571,neutral,0.16824563,0.13873272,0.02439716,0.4269174,0.4774257,0.44827121
UgwUWxt6zaJw2deSdkR4AaABAg,-hIAxsg63-s,@indica231,UCj6uMdtMBqXYKrJAGyyeO8w,"If hitlor was alive, Israel would not rxist today",I,"Confidence: Low | The comment invokes Hitler in relation to Israel's existence, which can be interpreted in multiple ways. However, the phrasing 'Israel would not exist today' implies a negative sentiment towards Israel's current state, potentially aligning with anti-Israel rhetoric. It's ambiguously phrased but leans towards criticism of Israel's existence which is often a Palestinian aligned talking point.",49,0.3818,0.245,0.755,0.0,positive,0.1,0.4,neutral,0.06634661,0.09486605,0.023076924,0.3389984,0.31015682,0.13161413
UgwucjlaxSI2uXLJh1t4AaABAg,IwmXpJpQDDU,@tamir0s,UCJkn-mKgluaM7TpxQi_Am3Q,"Humanity stands with Israel. No matter where you are, what your religion is. Israel did not deserve this, innocent people, kids, babies, just didnt. 
We pray for you Israel! Stay strong 💪 and long live 🙏🇮🇱",I,"Confidence: High | The comment states 'Humanity stands with Israel.', 'Israel did not deserve this, innocent people, kids, babies, just didnt.', and 'We pray for you Israel! Stay strong 💪 and long live 🙏🇮🇱'. This clearly expresses support for Israel and condemns the actions against it.",205,0.6492,0.146,0.784,0.07,positive,0.2861742424242424,0.5833333333333334,positive,0.017227544,0.012995303,0.0031661987,0.06104896,0.049761772,0.010421164
UgxKcko0XXIRzy1NNTl4AaABAg,Z6xl35BbITQ,@user-gg8kw4mr1o,UCp9f1jfKnoWvthY5qd5gaww,Good morning Israel,I,"Confidence: High | The comment 'Good morning Israel' is a direct and positive greeting towards Israel. In the context of the Israel-Gaza war, this implies support for Israel.",19,0.4404,0.592,0.408,0.0,positive,0.7,0.6000000000000001,positive,0.010742896,0.019690514,0.0030708313,0.03639866,0.020681098,0.0097738765
UgzGV-U_c5RfZVtymdh4AaABAg,7sood4IAYfQ,@user-lq7ir8oj8f,UCelc3Io_DjXxUQycaYZGG_A,How many Nobel prized Israel won ??,N,"Confidence: Medium | The comment is a question about Nobel Prizes won by Israel. While it could be used to imply something about Israel's contributions or focus, it doesn't explicitly express support or opposition to either side in the current conflict. It seeks information or poses a rhetorical question that can be interpreted in multiple ways.",35,0.8156,0.599,0.401,0.0,positive,0.5,0.5,positive,0.012566907,0.015454767,0.0021743774,0.04686289,0.03249594,0.0074306927
